registration, trailer_type,year,built_for,model_no,chassis_number,wip,mtm_gcm,gvw_atm,tare,brake_valves_type,suspension_type_and_component_part_no,axle,rare_suspension,rare_axle,hub,bearing_inner,bearing_outer,seal,drum,shoe_kit,brake_size,brake_linning,brake_shoe_type,s_cam_bush_kit,s_cam_size_and_part_no,brake_booster_type_and_size,tyre_type_and_size,wheel_type_and_size,landing_legs_type_and_component_part_no,king_pin_type_and_serial_no,rubplate_type_and_component_no,tow_eye_type_and_component_no,draw_bar_type_and_component_no,air_tanks_size_and_type_and_part_no,hoist_type_and_part_no,suspension_cylinders_component_no,ballrace_type_and_part_no,fith_wheel_type_and_part_no,ramps_size_and_component_no,ramps_cylinders,widening_box_component_no,widening_box_cylinder,widening_wings_component_no,widening_wings_cylinder,gooseneck_component_no,gooseneck_cylinder,powerpack, draw_bar_bushes
691U1,5A FTLL Widener - NZ,2023,Load N Go Logistics,MTE53/23,7A9MT35KBP1001053,7783,,"35,000kg",8720,Knorr-Bremse – EBS,K-Hitch KT250U165RH Air Suspension,"MTW C-Axl007 17.5"" 10 Stud 75"" (1900) Track ",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE214,61120,12.25” x 7.5”,,4692DFC Q/Q,61124B,"65002,65003","6x MBA 24/24 Spring Brake Chamber (No. 190251), 4x MBA 24S Service Chamber (No. 190256)","Synergy SP900 215 x 17.5"" x 16PR","WC Alloy 17.5” x 6.00”, 10 Stud, 225PCD",,,,50mm Tow Eye,TELESCOPIC DRAWBAR Weld-in Tow Eye (C-Dba-004REV.6 Custom Length),"3x 50L Alloy Air Tanks (C-Ata011) (170401), 2x 25L Alloy Air Tank, (C-Ata006) (176006)",,,KHDR1000 BALL RACE 90 X 1000MM 30T 90MM HIGH (240kN),,2700 x 1225 Custom Ramps,Standard Ramp Ram (C-Ram007),,,,,,,Electric hydraulic pump mounted in passenger side tool box,
762Y2,4A House Trailer NZ (Fully Electronic Command Steer ),2023,Hastings House Removals,MTE54/23,7A9MT68PAP1001054,7794,,"68,000kg",22050,"Pacific, Non-ABS Brakes",A-Sus008,A-Axl002,,,MTE426,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE215,61121,12.25” x 7.5”,,MTE 4692 ,61123B,"061441,061442",8x MBA 24/24 Spring Brake Chamber (No. 190251),Synergy SP900 235/75R x 17.5 x 16PR,"WC Alloy 17.5” x 6.00”, 10 Stud, 225PCD",Manual Pin type ,VSE 50mm Bolt in with electronic angle sensor,"Side shift, Command steer kingpin, Hydraulic Lift,",,,"6x 32L Alloy Air Tank, C-Ata015 (No. 174032), 1x 8L Alloy Air Tank, C-Ata016 (No. 174008)",,C-Ram028 REV 2,N/A,,,,,,,,,C-Ram042,Yanmar 4TNV98 NSC,
812F7,4A Dog Tipper - Hardox - NZ - Air - Drum Brake 6.7m,2023,Waiotahi Transport,MTE55/23,7A9MT29KBP1001055,7799,,"29,000kg",7300,Knorr Bremse - EBS,MTW Overslung Air Suspension C-Sus054 REV.1 No. 738020,"MTW Drum Brake No. 50343 (19.5"", 8ST, 275mmPCD, 71"" Track)",,,MTE408,HM218248/10,HM212049/11,46305,MTE210,"062595 MTE Brake Shoe Foundation Kit ONLY 19.5 "" Axle ( replaces CR508824 )","15"" x 8.5""",,4710X Q/Q,,,4x MBA 24/30 No. 190252 4x MBA 24S No. 190256,"Synergy AP700  265/70R x 19.5”, 18PR","WC Alloy 19.5” x 7.5”, 8ST, 275mm PCD",,,,40/50mm Swappable Tow-eye C-Tow001,4M Dog Tipper Dawbar C-Dba001 REV.7,"1x 50L Alloy C-Ata005 (No. 170401), 2x 40L Alloy C-Ata004 (No. 174040), 1x 21L Alloy C-Ata009 (No. 174021)","MTE 5 Stage, 4899mm Stroke No. C-Ram076 REV.1",,JOST Ball race Turntable DK90/20 No. 770140,,,,,,,,,,,
,4R4 Full Widener - NZ,2023,CV Compton,MTE56/23,7A9MT50PAP1001056,7808,,"50,000kg",12680,Pacific Brakes,Hydraulic Ball type C-Sus044 REV.1,C-Axl004 - 50342 Wheel end,,,MTE425,HM218248/10,HM212049/11,63101 - CR46305,MTE214,61119,12.25 x 7.5,,4692,61124B,"65002,65003","MBA 24/30, 190252",Synergy SP900 235/75R x 17.5 x 16PR,"WC Aluminium 17.5” x 6.75”, 10st, 225mm PCD",Rows of 4 Pin type Landing Legs. C-Lan007,,,,,"2x 50L Alloy Air Tanks (C-Ata011) (170401), 2x 15L Alloy Air Tank, (C-Ata014) (174015)",,C-Ram037,,,C-Ramp010,C-Ram002,,C-Ram001,,,"Fixed, 2 Position drop-in",,5.5HP Honda Petrol Power Pack (No. 460037),
-,"2R4 Dolly 19.5"" - Aus",2023,Jenkins Transport,MTE57/23,7A9MT32KBP1001057,7826,,"32,000kg",3730,Knorr-Bremse – EBS,KHD02B9 Fuwa K Hitch Tandem Suspension (720180) C-Sus024,"C-Axl005 MTW 19.5"" x 8-5/8"" Brake x 1815mm Track",,,162556,HM218248/10  (62600),HM212049/11 (62601),63101 - CR46305,M-Dru016 (No. 62555),162595,"19.5"" x 8-5/8"" ",,Abex 6008 (064710),61124B,"50368,50369",4x Spring Brake Chamber MBA 24/30 (No. 190252) 24S Service Chamber On Rear axles,Synergy SP900 235/75R x 17.5 x 16PR,"WC Aluminium 17.5” x 6.75”, 10st, 225mm PCD",Heavy Duty Pin Type (No. C-Lan003-REV.1),90mm Drop-in Kingpin MTE3DK1337,Single Ocillating Fixed,,,"1x 50L Alloy Air Tank C-Ata011 (170401), 1x 25L Alloy Air Tank C-Ata006 (176006)",,,,"Jost 3-1/2 inch Fully Oscillating, JSK38C-1 (No. 770122)",,,,,,,,,,
,"4R4 Full Widener 19.5"" - Aus",2023,Jenkins Transport,MTE58/23,7A9MT65KBP1001058,7827,,"65,000kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5R8 Linkwing - Aus,2023,Alltrans Heavy Haulage,MTE59/23,7A9MT13PAP1001059,7828,,"130,000kg",21160,Pacific Brakes - Non EBS,MTE Hydraulic Ball Type No. C-Sus059 REV.2,"C-Axl028 17.5"", 10ST, 225mmPCD, 761mm Track)",,,MTE425,HM218248/10,HM212049/11,63101 - CR46305,M-Dru016 No. 62556,No. 61120,"12.25 x 7.5""",,ABEX 4692DFC 64692,63003,"M-Sca027 (60027-LH, 62027-RH)",20x MBA 24/24 No. 190251,Michelin X Multi 215/75R x 17.5,"WC Alloy 17.5” x 6.00”, 10 ST, 225mmPCD",Heavy Duty Pin Type C-Lan001 REV.3,50mm: MTE2DK1496/   90mm: MTE3DK1497,Sliding Skid plate in 100mm increments No. C-Rub004 REV.3,,,"20x 15L Alloy No. 174015, 2x 8L Alloy No. 174008",,No. C-Ram041 REV.1,,,3300mm x 1050mm Single Ramps with Run-Flat ramp stays No. C-Ramp014 REV.7,No. C-Ram002 REV.5,C-Wid015 Custom ,No. C-Ram085 REV.0,No. C-Wing003 REV.2,No. C-Ram008 REV.8,Hydraulic Internal Gooseneck No. C-Nec003 REV.0,No. C-Ram010 REV.5,Kubota OC60-D1-QX Diesel Engine 6HP Electric Start No. 450068,
,5R8 Linkwing Dropbed Extendable - Aus,2023,Burke Management (John Burke),MTE60/23,7A9MT13PAP1001060,7829,,"130,000kg",,,,,,,,,,,,61120,,,ABEX 4692DFC 64692,60799,60793/60794,,,,,,,,,,,,,,,,,,,,,,,
,5R8 Linkwing Dropbed - Aus,2023,Telstra,MTE61/23,7A9MT13PAP1001061,7830,,"130,000kg",21230,Pacific Brakes - Non EBS,MTE Hydraulic Ball Type No. C-Sus059 REV.2,"C-Axl028 17.5"", 10ST, 225mmPCD, 761mm Track)",,,MTE425,HM218248/10,HM212049/11,63101 - CR46305,M-Dru016 No. 62556,No. 61120,"12.25 x 7.5""",,ABEX 4692DFC 64692,63003,"M-Sca027 (60027-LH, 62027-RH)",20x MBA 24/24 No. 190251,Michelin X Multi 215/75R x 17.5,"WC Alloy 17.5” x 6.00”, 10 ST, 225mmPCD",Heavy Duty Pin Type C-Lan001 REV.3,50mm: MTE2DK1478 / 90mm: MTE3DK1479,Sliding Skid plate in 100mm increments No. C-Rub004 REV.3,,,"20x 15L Alloy No. 174015*3/4, 2x 8L Alloy No. 174008*3/4",,No. C-Ram041 REV.1,,,3300mm x 1050mm Single Ramps with Run-Flat ramp stays No. C-Ramp014 REV.7,No. C-Ram002 REV.5,No. C-Wid012 REV.1,No. C-Ram009 REV.5,No. C-Wing006 REV.0,No. C-Ram008 REV.8,Hydraulic Internal Gooseneck No. C-Nec003 REV.0,No. C-Ram010 REV.5,Kubota OC60-D1-QX Diesel Engine 6HP Electric Start No. 450068,
,5A FTLL Widener - NZ,2023,PTS (Maskill),MTE62/23,7A9MT35KBP1001062,7861,,"35,000kg",,Knorr-Bremse – EBS,K-Hitch KT250U165RH Air Suspension,"MTW C-Axl007 17.5"" 10 Stud 75"" (1900) Track ",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE214,61120,12.25” x 7.5”,,4692DFC Q/Q,61124B,"65002,65003","6x MBA 24/24 Spring Brake Chamber (No. 190251), 4x MBA 24S Service Chamber (No. 190256)","Synergy SP900 215 x 17.5"" x 16PR","WC Alloy 17.5” x 6.00”, 10 Stud, 225PCD",,,,50mm Tow Eye,TELESCOPIC DRAWBAR Weld-in Tow Eye (C-Dba-004REV.6 Custom Length),"3x 50L Alloy Air Tanks (C-Ata011) (170401), 2x 25L Alloy Air Tank, (C-Ata006) (176006)",,,KHDR1000 BALL RACE 90 X 1000MM 30T 90MM HIGH (240kN),,2700 x 1000 Custom Ramps,Standard Ramp Ram (C-Ram007),,,,,,,Electric hydraulic pump mounted in passenger side tool box,
,4R8 Module Spineless w/ Neck - NZ,2023,Titan Cranes,MTE63/23,7A9MT10PAP1001063,7865,,"100,000kg",21490,"Pacific, Non-ABS Brakes",MTE Hydraulic Low Height Ball Type Module Suspension - A-Sus002,"MTW 17.5”, 10 Stud, 225mm PCD, 761mm Track C-Axl017",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE213,61120,"12.25"" x 5.5""",,4536,61122B,"69551,69552",8x MBA 30/30 Spring Brake Cahmber (No. 190252),KIWI 17 -  215/75R x 17.5,"WC Alloy 17.5” x 6.00”, 10 Stud, 225PCD",,90mm with electronic angle sensor VSE A13815.0.01 (PN. 771385),Fixed Single Position,,,"8x 32L Alloy Air Tank, C-Ata015 (No. 174032), 1x 8L Alloy Air Tank, C-Ata016 (No. 174008)",,C-Ram033 REV.1(No. 410108),,,Heavy Duty Hydraulic Ramps - 2700mm x 900mm,Standard Ramp Ram (C-Ram007),Module ,C-Ram001 REV.7 (PN. 410042),,,Hydraulic Compensating Gooseneck.,No. C-Ram006 REV.6 (PN. 410263),Deutz BF4L 2011 Engine turbo,
,2R8 Module Clip-on Spineless  - NZ,2023,Titan Cranes,MTE64/23,7A9MT50PAP1001064,7865,,"50,000kg",32960,"Pacific, Non-ABS Brakes",MTE Hydraulic Low Height Ball Type Module Suspension - A-Sus002,"MTW 17.5”, 10 Stud, 225mm PCD, 761mm Track C-Axl017",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE213,61120,"12.25"" x 5.5""",,4536,61122B,"69551,69552",4x MBA 30/30 Spring Brake Cahmber (No. 190252),KIWI 17 -  215/75R x 17.5,"WC Alloy 17.5” x 6.00”, 10 Stud, 225PCD",,N/A,N/A,,,"4x 32L Alloy Air Tank, C-Ata015 (No. 174032)",,C-Ram033 REV.1(No. 410108),,,,,Module ,C-Ram001 REV.7 (PN. 410042),,,,,,
,1R8 Module Clip-on Spineless  - NZ,2023,Titan Cranes,MTE65/23,7A9MT25PAP1001065,7865,,"25,000kg",16480,"Pacific, Non-ABS Brakes",MTE Hydraulic Low Height Ball Type Module Suspension - A-Sus002,"MTW 17.5”, 10 Stud, 225mm PCD, 761mm Track C-Axl017",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE213,61120,"12.25"" x 5.5""",,4536,61122B,"69551,69552",2x MBA 30/30 Spring Brake Cahmber (No. 190252),KIWI 17 -  215/75R x 17.5,"WC Alloy 17.5” x 6.00”, 10 Stud, 225PCD",,N/A,N/A,,,"2x 32L Alloy Air Tank, C-Ata015 (No. 174032)",,C-Ram033 REV.1(No. 410108),,,,,Module ,C-Ram001 REV.7 (PN. 410042),,,,,,
780B6,6A B-Train (3A Front Unit) - NZ,2023,PTS Logistics Ltd ,MTE66/23,7A9MT35KBP1001066,7876,,"35,000kg",5680,Knorr-Bremse – EBS,K-Hitch KT250U165RH Air Suspension,"WC Alloy 17.5” x 6”, 225mm-PCD, 10 Stud",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE214,,12.25” x 7.5”,,4692DFC Q/Q,,,6x Spring Brake Chamber MBA 24/30 (No. 190252),"Synergy SP900 215 x 17.5"" x 16PR","WC Alloy 17.5” x 6.00”, 10 Stud, 225PCD",,,,,,4x 50L Alloy Air Tanks (C-Ata011) (170401),,,,"Jost Semi Oscillating (JSKSLE03221AA), Height 173mm",,,,,,,,,,
780B7,6A B-Train (3A Rear Unit Deck Widening) - NZ,2023,PTS Logistics Ltd ,MTE67/23,7A9MT35KBP1001067,7876,,"35,000kg",5260,Knorr-Bremse – EBS,K-Hitch KT250U165RH Air Suspension,"WC Alloy 17.5” x 6”, 225mm-PCD, 10 Stud",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE214,,12.25” x 7.5”,,4692DFC Q/Q,,,6x Spring Brake Chamber MBA 24/30 (No. 190252),"Synergy SP900 215 x 17.5"" x 16PR","WC Alloy 17.5” x 6.00”, 10 Stud, 225PCD",,,,,,4x 50L Alloy Air Tanks (C-Ata011) (170401),,,,,2701 x 1000 Custom Ramps,Standard Ramp Ram (C-Ram007),,,,,,,Electric hydraulic pump mounted in passenger side tool box,
,5R8 Linkwing - Aus,2023,MSH Haulage (Stu Mckinnon),MTE68/23,7A9MT13PAP1001068,7886,,"130,000kg",21630,"Pacific, Non-ABS Brakes",MTE Hydraulic Ball Type No. C-Sus059 REV.2,"C-Axl028 17.5"", 10ST, 225mmPCD, 761mm Track)",,,MTE425,HM218248/10,HM212049/11,46305,M-Dru016 No. 62556,No. 61120,"12.25"" x 7.5""",,ABEX 4692DFC 64692,61124B,"65002,65003",20x MBA 24/24 No. 190251,Synergy SP900 215/75R x 17.5”x 16PR,"WC Alloy 17.5” x 6.00”, 10 ST, 225mmPCD",Heavy Duty Pin Type C-Lan001 REV.3,50mm: MTE2DK1480 /   90mm: MTE3DK1481,Sliding Skid plate in 100mm increments No. C-Rub004 REV.3,,,"20x 15L Alloy No. 174015*3/4, 2x 8L Alloy No. 174008*3/4",,No. C-Ram041 REV.1,,,"2700mm x 900mm with lay flat stays, No. C-Ramp004 REV.15",No. C-Ram007 REV.8,No. C-Wid012 REV.1,No. C-Ram009 REV.5,C-Wing003 REV.1(PN. 920013),No. C-Ram008 REV.8,Hydraulic Internal Gooseneck No. C-Nec003 REV.0,No. C-Ram010 REV.5,Kubota OC60-D1-QX Diesel Engine 6HP Electric Start No. 450068,
CANCELLED,4R4 Semi Low Loader Extendable with Custom High-Lift Suspension & Castor steer,,Stone Haulage (Mahana Stone) Stone Transport & Hiab,MTE69/23,7A9MT60PAP1001069,7907,,"60,000kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838Q3,4A Dog Tipper - 6.7m - NZ - Air - Drum Brake,2023,ETL,MTE70/23,7A9MT29KBP1001070,7953,,"29,000kg",7320,Knorr Bremse - EBS,MTW Overslung Air Suspension C-Sus054 REV.1 No. 738020,"MTW Drum Brake No. 50343 (19.5"", 8ST, 275mmPCD, 71"" Track)",,,MTE408,HM218248/10,HM212049/11,CR46305,MTE210,162595 ,"15"" x 8.5""",,4710X Q/Q,,,4x MBA 24/30 No. 190252 4x MBA 24S No. 190256,"Synergy AP700  265/70R x 19.5”, 18PR","WC Alloy 19.5” x 7.5”, 8ST, 275mm PCD",,,,40/50mm Swappable Tow-eye C-Tow001,4M Dog Tipper Dawbar C-Dba001 REV.7,"1x 50L Alloy C-Ata005 (No. 170401), 2x 40L Alloy C-Ata004 (No. 174040), 1x 21L Alloy C-Ata009 (No. 174021)","MTE 5 Stage, 4899mm Stroke No. C-Ram076 REV.1",,JOST Ball race Turntable DK90/20 No. 770140,,,,,,,,,,,
,4A Dog Tipper - 6.7m - NZ - Air - Drum Brake,2023,,MTE71/23,7A9MT29KBP1001071,7954,,"29,000kg",,Knorr Bremse - EBS,MTW Overslung Air Suspension C-Sus054 REV.1 No. 738020,"MTW Drum Brake No. 50343 (19.5"", 8ST, 275mmPCD, 71"" Track)(C-Axl005)",,,MTE408,HM218248/10,HM212049/11,46305,MTE210,"062595 MTE Brake Shoe Foundation Kit ONLY 19.5 "" Axle ( replaces CR508824 )","15"" x 8.5""",,4710X Q/Q,61124B,"65002,65003",4x MBA 24/30 No. 190252 4x MBA 24S No. 190256,"Synergy AP700  265/70R x 19.5”, 18PR","WC Alloy 19.5” x 7.5”, 8ST, 275mm PCD",,,,40/50mm Swappable Tow-eye C-Tow001,4M Dog Tipper Dawbar C-Dba001 REV.7,"1x 50L Alloy C-Ata005 (No. 170401), 2x 40L Alloy C-Ata004 (No. 174040), 1x 21L Alloy C-Ata009 (No. 174021)","MTE 5 Stage, 4899mm Stroke No. C-Ram076 REV.1",,JOST Ball race Turntable DK90/20 No. 770140,,,,,,,,,,,
833U5,4A Dog Tipper - 6.7m - NZ - Air - Drum Brake,2023,ETL,MTE72/23,7A9MT29KBP1001072,7955,,"29,000kg",7320,Knorr Bremse - EBS,MTW Overslung Air Suspension C-Sus054 REV.1 No. 738020,"MTW Drum Brake No. 50343 (19.5"", 8ST, 275mmPCD, 71"" Track)(C-Axl005)",,,MTE408,HM218248/10,HM212049/11,46305,MTE210,"062595 MTE Brake Shoe Foundation Kit ONLY 19.5 "" Axle ( replaces CR508824 )","15"" x 8.5""",,4710X Q/Q,61124B,"65002,65003",4x MBA 24/30 No. 190252 4x MBA 24S No. 190256,"Synergy AP700  265/70R x 19.5”, 18PR","WC Alloy 19.5” x 7.5”, 8ST, 275mm PCD",,,,40/50mm Swappable Tow-eye C-Tow001,4M Dog Tipper Dawbar C-Dba001 REV.7,"1x 50L Alloy C-Ata005 (No. 170401), 2x 40L Alloy C-Ata004 (No. 174040), 1x 21L Alloy C-Ata009 (No. 174021)","MTE 5 Stage, 4899mm Stroke No. C-Ram076 REV.1",,JOST Ball race Turntable DK90/20 No. 770140,,,,,,,,,,,
CANCELLED,4A Dog Tipper - 6.7m - NZ - Air - Drum Brake,,CANCELLED,MTE73/23,7A9MT29KBP1001073,7956,,"29,000kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812E7,3A Semi Transporter - NZ (1.8 Spacing),2023,,MTE74/23,7A9MT39KBP1001074,7961,,"39,000kg",8920,Knorr EBS,Alion AL11AS001-165MM,"MTW C-Axl004 REV.1 (17.5”, 10ST, 225mmPCD, 71” Track)",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE214,No. 61120,"12.25 x 7.5""",,4692 Q/Q,61124B,"65002,65003",6x MBA 24/30 No. 190252,Synergy SP900 215/75R x 17.5”x 16PR,"WC Alloy 17.5 x 6.00"", 10ST, 225mmPCD",Full Weight wind-up No. C-Lan009,MTE Drop-in 50mm: MTE2DK1300,Single Fixed Position: Height 1300mm,,,4x 50L Alloy No. C-Ata011 No. 170401,,,,,2700mm x 900mm No. C-Ramp004 REV.14,No. C-Ram007 REV.6,,,,,Fixed Gooseneck,,Truck Hydraulics,
748B7,3A Semi Transporter - NZ (1.8 Spacing),2023,Woods Contracting Services Ltd,MTE75/23,7A9MT39KBP1001075,7962,,"39,000kg",8720,Knorr EBS,Alion AL11AS001-165MM,"MTW C-Axl004 REV.1 (17.5”, 10ST, 225mmPCD, 71” Track)",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE214,No. 61120,"12.25 x 7.5""",,4692 Q/Q,61124B,"65002,65003",6x MBA 24/30 No. 190252,Synergy SP900 215/75R x 17.5”x 16PR,"WC Alloy 17.5 x 6.00"", 10ST, 225mmPCD",Full Weight wind-up No. C-Lan009,MTE Drop-in 50mm: MTE2DK1300,Single Fixed Position: Height 1300mm,,,4x 50L Alloy No. C-Ata011 No. 170401,,,,,2400mm x 860mm No. C-Ramp007 REV.4,No. C-Ram007 REV.6,,,,,Fixed Gooseneck,,Truck Hydraulics,
809F4,3A Semi Transporter - NZ (1.8 Spacing),2023,ETL,MTE76/23,7A9MT39KBP1001076,7963,,"39,000kg",8980,Knorr EBS,Alion AL11AS001-165MM,"MTW C-Axl004 REV.1 (17.5”, 10ST, 225mmPCD, 71” Track)",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE214,No. 61120,"12.25 x 7.5""",,4692 Q/Q,61124B,"65002,65003",6x MBA 24/30 No. 190252,Synergy SP900 215/75R x 17.5”x 16PR,"WC Alloy 17.5 x 6.00"", 10ST, 225mmPCD",Full Weight wind-up No. C-Lan009,MTE Drop-in 50mm: MTE2DK1300,Single Fixed Position: Height 1300mm,,,4x 50L Alloy No. C-Ata011 No. 170401,,,,,2400mm x 860mm No. C-Ramp007 REV.4,No. C-Ram007 REV.6,,,,,Fixed Gooseneck,,Honda GX200 5.5HP Electric Start Engine & Brevini Power Pack Pump ,
790E5,3A Semi Transporter - NZ (1.8 Spacing),2023,ETL,MTE77/23,7A9MT39KBP1001077,7964,,"39,000kg",7794,Knorr EBS,Alion AL11AS001-165MM,"MTW C-Axl004 REV.1 (17.5”, 10ST, 225mmPCD, 71” Track)",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE214,No. 61120,"12.25 x 7.5""",,4692 Q/Q,61124B,"65002,65003",6x MBA 24/30 No. 190252,Synergy SP900 215/75R x 17.5”x 16PR,"WC Alloy 17.5 x 6.00"", 10ST, 225mmPCD",Full Weight wind-up No. C-Lan009,MTE Drop-in 50mm: MTE2DK1300,Single Fixed Position: Height 1300mm,,,4x 50L Alloy No. C-Ata011 No. 170401,,,,,2400mm x 860mm No. C-Ramp007 REV.4,No. C-Ram007 REV.6,,,,,Fixed Gooseneck,,Honda GX200 5.5HP Electric Start Engine & Brevini Power Pack Pump ,
,3A Semi Transporter - NZ (1.8 Spacing),2023,,MTE78/23,7A9MT39KBP1001078,7965,,"39,000kg",,Knorr EBS,Alion AL11AS001-165MM,"MTW C-Axl004 REV.1 (17.5”, 10ST, 225mmPCD, 71” Track)",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE214,No. 61120,"12.25 x 7.5""",,4692 Q/Q,61124B,"65002,65003",6x MBA 24/30 No. 190252,Synergy SP900 215/75R x 17.5”x 16PR,"WC Alloy 17.5 x 6.00"", 10ST, 225mmPCD",Full Weight wind-up No. C-Lan009,MTE Drop-in 50mm: MTE2DK1300,Single Fixed Position: Height 1300mm,,,4x 50L Alloy No. C-Ata011 No. 170401,,,,,2400mm x 860mm No. C-Ramp007 REV.4,No. C-Ram007 REV.6,,,,,Fixed Gooseneck,,Honda GX200 5.5HP Electric Start Engine & Brevini Power Pack Pump ,
783S6,3A Semi Transporter - NZ (1.8 Spacing),2023,,MTE79/23,7A9MT39KBP1001079,7966,,"39,000kg",8840,Knorr EBS,Alion AL11AS001-165MM,"MTW C-Axl004 REV.1 (17.5”, 10ST, 225mmPCD, 71” Track)",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE214,No. 61120,"12.25 x 7.5""",,4692 Q/Q,61124B,"65002,65003",6x MBA 24/30 No. 190252,Synergy SP900 215/75R x 17.5”x 16PR,"WC Alloy 17.5 x 6.00"", 10ST, 225mmPCD",Full Weight wind-up No. C-Lan009,MTE Drop-in 50mm: MTE2DK1300,Single Fixed Position: Height 1300mm,,,4x 50L Alloy No. C-Ata011 No. 170401,,,,,2400mm x 860mm No. C-Ramp007 REV.4,No. C-Ram007 REV.6,,,,,Fixed Gooseneck,,Honda GX200 5.5HP Electric Start Engine & Brevini Power Pack Pump ,
880C1,3A Semi Transporter - NZ (1.8 Spacing),2023,,MTE80/23,7A9MT39KBP1001080,7967,,"39,000kg",8720,Knorr EBS,Alion AL11AS001-165MM,"MTW C-Axl004 REV.1 (17.5”, 10ST, 225mmPCD, 71” Track)",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE214,No. 61120,"12.25 x 7.5""",,4692 Q/Q,61124B,"65002,65003",6x MBA 24/30 No. 190252,Synergy SP900 215/75R x 17.5”x 16PR,"WC Alloy 17.5 x 6.00"", 10ST, 225mmPCD",Full Weight wind-up No. C-Lan009,MTE Drop-in 50mm: MTE2DK1300,Single Fixed Position: Height 1300mm,,,4x 50L Alloy No. C-Ata011 No. 170401,,,,,2400mm x 860mm No. C-Ramp007 REV.4,No. C-Ram007 REV.6,,,,,Fixed Gooseneck,,Truck Hydraulics,
843P5,3A Semi Transporter - NZ (1.8 Spacing),2023,,MTE81/23,7A9MT39KBP1001081,7968,,"39,000kg",8900,Knorr EBS,Alion AL11AS001-165MM,"MTW C-Axl004 REV.1 (17.5”, 10ST, 225mmPCD, 71” Track)",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE214,No. 61120,"12.25 x 7.5""",,4692 Q/Q,61124B,"65002,65003",6x MBA 24/30 No. 190252,Synergy SP900 215/75R x 17.5”x 16PR,"WC Alloy 17.5 x 6.00"", 10ST, 225mmPCD",Full Weight wind-up No. C-Lan009,MTE Drop-in 50mm: MTE2DK1307,Single Fixed Position: Height 1300mm,,,4x 50L Alloy No. C-Ata011 No. 170401,,,,,2400mm x 860mm No. C-Ramp004 REV.14,No. C-Ram007 REV.6,,,,,Fixed Gooseneck,,Honda GX200 5.5HP Electric Start Engine & Brevini Power Pack Pump ,
833W6,3A Semi Transporter - NZ (1.8 Spacing),2023,,MTE82/23,7A9MT39KBP1001082,7969,,"39,000kg",8940,Knorr EBS,C-Sus068 AL11AS001 165 RH,"MTW C-Axl004 REV.1 (17.5”, 10ST, 225mmPCD, 71” Track)",,,MTE425,HM218248/10  (62600),HM212049/11 (62601),Hub Seal (63101),MTE214,No. 61120,"12.25 x 7.5""",,4692 Q/Q,61124B,"65002,65003",6x MBA 24/30 No. 190252,Synergy SP900 215/75R x 17.5”x 16PR,"WC Alloy 17.5 x 6.00"", 10ST, 225mmPCD",Full Weight wind-up No. C-Lan009,MTE Drop-in 50mm: MTE2DK1307,Single Fixed Position: Height 1300mm,,,4x 50L Alloy No. C-Ata011 No. 170401,,,,,2400mm x 860mm No. C-Ramp004 REV.14,No. C-Ram007 REV.6,,,,,Fixed Gooseneck,,Truck Hydraulics,
796F7,3R4 Widener (with top deck) - NZ ,2023,,MTE83/23,7A9MT40PAP1001083,7996,,"40,000kg",10460,Pacific Brakes,Hydraulic Ball type C-Sus044 REV.1,C-Axl004 - 50342 Wheel end,,,MTE425,HM218248/10,HM212049/11,63101 - CR46305,MTE214,No. 61120,12.25 x 7.5,,4692,61124B,"65002,65003","MBA 24/30, 190252",Synergy SP900 235/75R x 17.5 x 16PR,"WC Aluminium 17.5” x 6.75”, 10st, 225mm PCD",Rows of 4 Pin type Landing Legs. C-Lan007,,,,,"2x 46L Alloy Air Tank, C-Ata019 (No. 174019),2x 25L Alloy Air Tank, C-Ata006 (No. 176006),2x 8L Alloy Ait Tank, C-Ata016 (No. 174008)",,C-Ram037 (410135),,,,,,,,,,,,
